Event ID,Event Date,Event Type,Event Mode,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor COW,Primary Actor Sector,Actor Sectors,Actor Title,Actor Name Raw,Wikipedia Actor ID,Recipient Name,Recipient Country,Recipient COW,Primary Recipient Sector,Recipient Sectors,Recipient Title,Recipient Name Raw,Wikipedia Recipient ID,Placename,City,District,Province,Country,Latitude,Longitude,GeoNames ID,Raw Placename,Feature Type,Source,Language
20240322-8146-07451ba739d6_CONCEDE,2024-03-22,CONCEDE,,4.5,VERBAL COOPERATION,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Enforcement Directorate,,Hindustan Times,English
20240201-5444-400aefb94bdb_ACCUSE,2024-02-01,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240202-9231-48f85cb22815_ACCUSE,2024-02-02,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240206-0997-c810236e147a_PROTEST,2024-02-06,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Councillors from the ruling Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,State of Bihar,,,Bihar,IND,25.75,85.75,1275715.0,Aman Vihar,ADM1,Hindustan Times,English
20240214-9647-d462cdb45370_ACCUSE,2024-02-14,ACCUSE,,-3.0,VERBAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP government,Bharatiya Janata Party,State of Haryāna,,,Haryana,IND,29.25,76.33333,1270260.0,Haryana,ADM1,Hindustan Times,English
20240214-9647-d462cdb45370_THREATEN,2024-02-14,THREATEN,,-3.5,VERBAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP government,Bharatiya Janata Party,State of Haryāna,,,Haryana,IND,29.25,76.33333,1270260.0,Haryana,ADM1,Hindustan Times,English
20240215-8987-ec9406537562_PROTEST_demo,2024-02-15,PROTEST,demo,-5.0,MATERIAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP - led state government,Bharatiya Janata Party,State of Haryāna,,,Haryana,IND,29.25,76.33333,1270260.0,Haryana,ADM1,Hindustan Times,English
20240224-1690-38839841d012_ACCUSE,2024-02-24,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Chandīgarh,Chandīgarh,Chandigarh,Chandigarh,IND,30.73629,76.7884,1274746.0,Chandigarh,PPLA,Hindustan Times,English
20240226-6350-1cde914c0146_RETREAT,2024-02-26,RETREAT,,6.5,MATERIAL COOPERATION,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Chandīgarh,Chandīgarh,Chandigarh,Chandigarh,IND,30.73629,76.7884,1274746.0,Chandigarh,PPLA,Hindustan Times,English
20240322-7799-2e0fe67d6526_PROTEST_demo,2024-03-22,PROTEST,demo,-5.0,MATERIAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240322-6836-8fee0e5f86ae_MOBILIZE_police,2024-03-22,MOBILIZE,police,-5.5,MATERIAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Central Delhi,,Hindustan Times,English
20240323-8642-03c48ff73072_PROTEST_demo,2024-03-23,PROTEST,demo,-5.0,MATERIAL CONFLICT,election ,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,New Delhi,New Delhi,New Delhi,Delhi,IND,28.63576,77.22445,1261481.0,New Delhi,PPLC,The Straits Times,English
20240328-1558-f427652070be_MOBILIZE,2024-03-28,MOBILIZE,,-5.5,MATERIAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240328-7519-79cd8aa2e08e_ACCUSE,2024-03-28,ACCUSE,,-3.0,VERBAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,State of Punjab,,,Punjab,IND,30.91667,75.41667,1259223.0,Punjab,ADM1,Hindustan Times,English
20240328-8582-b93edecbe3ec_ACCUSE,2024-03-28,ACCUSE,,-3.0,VERBAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,State of Punjab,,,Punjab,IND,30.91667,75.41667,1259223.0,Punjab,ADM1,Hindustan Times,English
20240401-3258-0c20a829bb81_ACCUSE,2024-04-01,ACCUSE,,-3.0,VERBAL CONFLICT,,Aam Aadmi Party,India,750,PTY,PTY,political party,Aam Aadmi Party,Aam Aadmi Party,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20231231-5732-d2a502bce740_AID,2023-12-31,AID,,10.0,MATERIAL COOPERATION,,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Mr. Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,,,,,,,,,Nan,,Horizons,French
20240101-6361-da1d554db2f4_AID,2024-01-01,AID,,10.0,MATERIAL COOPERATION,,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Mr. Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,,,,,,,,,Nan,,AllAfrica,French
20240104-9852-7bfa3f9382fd_REQUEST,2024-01-04,REQUEST,,0.0,VERBAL CONFLICT,diplomatic ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,Mr. Abdelmadjid Tebboune,Abdelmadjid Tebboune,Freetown,Freetown,,Western Area,SLE,8.48714,-13.2356,2409306.0,Freetown; Algiers,PPLC,Horizons,French
20240111-3805-e08cc19e3bc2_AID,2024-01-11,AID,,10.0,MATERIAL COOPERATION,human_rights ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,Mr. Abdelmadjid Tebboune,Abdelmadjid Tebboune,Wilaya d’ Alger,,,Algiers,DZA,36.74053,3.00957,2507475.0,Algiers,ADM1,Horizons,French
20240112-5221-28a0deb648b1_AID,2024-01-12,AID,,10.0,MATERIAL COOPERATION,human_rights ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,Mr. Abdelmadjid Tebboune,Abdelmadjid Tebboune,Wilaya d’ Alger,,,Algiers,DZA,36.74053,3.00957,2507475.0,Algiers,ADM1,AllAfrica,French
20240114-8870-78238cc57893_AID,2024-01-14,AID,,10.0,MATERIAL COOPERATION,diplomatic ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Syrian Arab Republic,,,,SYR,35.0,38.0,163843.0,Syria; Nicaragua; Pakistan,PCLI,Horizons,French
20240115-8898-fb2298ec26bc_AID,2024-01-15,AID,,10.0,MATERIAL COOPERATION,diplomatic ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Syrian Arab Republic,,,,SYR,35.0,38.0,163843.0,Syria; Nicaragua; Pakistan,PCLI,AllAfrica,French
20240116-2883-fa389d3b2c65_AID,2024-01-16,AID,,10.0,MATERIAL COOPERATION,diplomatic ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,,,,,,,,,China,,Horizons,French
20240116-3077-fa389d3b2c65_AID,2024-01-16,AID,,10.0,MATERIAL COOPERATION,diplomatic ,Abdelmadjid Tebboune,Algeria,615,GOV,GOV,president,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Abdelmadjid Tebboune,Algeria,615.0,GOV,GOV,president,"President of the Republic , Mr. Abdelmadjid Tebboune",Abdelmadjid Tebboune,,,,,,,,,China,,L'Expression,French
20240129-6943-f3c8d5715aa6_ACCUSE,2024-01-29,ACCUSE,,-3.0,VERBAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,THE ANC,African National Congress,Da Yoopers,,,CVL,CVL,artist,DA,Da Yoopers,,,,,,,,,Western Cape,,The Mercury,English
20240108-0874-3d65be2f138a_ACCUSE,2024-01-08,ACCUSE,,-3.0,VERBAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,,,,,,,,,Mbombela,,Cape Argus,English
20240108-8389-32809b3e7a27_ACCUSE,2024-01-08,ACCUSE,,-3.0,VERBAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,,,,,,,,,Mbombela,,Cape Times,English
20240109-4561-9bb867cca401_ACCUSE,2024-01-09,ACCUSE,,-3.0,VERBAL CONFLICT,election ,African National Congress,South Africa,560,PTY,PTY,political party,ANC secretary general,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,,,,,,,,,Parliament,,Daily News,English
20240110-9215-a4f34c47bc29_COERCE_misinformation,2024-01-10,COERCE,misinformation,-6.5,MATERIAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,KwaZulu-Natal,,,KwaZulu-Natal,ZAF,-29.0,30.0,972062.0,Kwazulu - Natal,ADM1,AllAfrica,English
20240110-9215-a4f34c47bc29_ACCUSE,2024-01-10,ACCUSE,,-3.0,VERBAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,KwaZulu-Natal,,,KwaZulu-Natal,ZAF,-29.0,30.0,972062.0,Kwazulu - Natal,ADM1,AllAfrica,English
20240129-0156-fe5ae38bfd70_SANCTION,2024-01-29,SANCTION,,-6.0,MATERIAL CONFLICT,election ,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,South Africa,,,,ZAF,-29.0,24.0,953987.0,South Africa,PCLI,Agence France Presse,English
20240129-0156-fe5ae38bfd70_CONCEDE,2024-01-29,CONCEDE,,4.5,VERBAL COOPERATION,election ,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,South Africa,,,,ZAF,-29.0,24.0,953987.0,South Africa,PCLI,Agence France Presse,English
20240129-2107-fe5ae38bfd70_SANCTION,2024-01-29,SANCTION,,-6.0,MATERIAL CONFLICT,,African National Congress,South Africa,560,PTY,PTY,political party,ANC,African National Congress,Jacob Zuma,South Africa,560.0,ELI,ELI,"previously held a GOV role, so coded as ELI",Jacob Zuma,Jacob Zuma,South Africa,,,,ZAF,-29.0,24.0,953987.0,South Africa,PCLI,Agence France Presse,English
20240201-6270-01036fbd9b46_ACCUSE,2024-02-01,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240220-7885-29173f119e3b_ACCUSE,2024-02-20,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,Chandīgarh,Chandīgarh,Chandigarh,Chandigarh,IND,30.73629,76.7884,1274746.0,Chandigarh,PPLA,Hindustan Times,English
20240220-7885-29173f119e3b_THREATEN,2024-02-20,THREATEN,,-3.5,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Supreme Court,,Hindustan Times,English
20240319-5620-8d2dcbf0933f_ACCUSE,2024-03-19,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240320-2170-8d2dcbf0933f_COERCE,2024-03-20,COERCE,,-7.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240320-2170-8d2dcbf0933f_ACCUSE,2024-03-20,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240322-5240-f349bfa40f7d_ACCUSE,2024-03-22,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP government,Bharatiya Janata Party,Sītāpur,Sītāpur,Lalitpur,Uttar Pradesh,IND,24.96652,78.531,10528184.0,Sitapur Jail,PPL,Hindustan Times,English
20240323-8786-f349bfa40f7d_ACCUSE,2024-03-23,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP government,Bharatiya Janata Party,Sītāpur,Sītāpur,Lalitpur,Uttar Pradesh,IND,24.96652,78.531,10528184.0,Sitapur Jail,PPL,Hindustan Times,English
20240323-7647-e5e963f17d45_ACCUSE,2024-03-23,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP government,Bharatiya Janata Party,Sītāpur,Sītāpur,Lalitpur,Uttar Pradesh,IND,24.96652,78.531,10528184.0,Sitapur Jail,PPL,Hindustan Times,English
20240413-8665-31b97dc6ed33_SANCTION,2024-04-13,SANCTION,,-6.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240415-6385-e35d92f767d4_THREATEN,2024-04-15,THREATEN,,-3.5,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Baghra Of Muzaffarnagar District,,Hindustan Times,English
20240416-9025-e35d92f767d4_THREATEN,2024-04-16,THREATEN,,-3.5,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Baghra Of Muzaffarnagar District,,Hindustan Times,English
20240417-6751-3fc47041ab84_ACCUSE,2024-04-17,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Western Up,,Hindustan Times,English
20240429-1178-531be59d8daf_ACCUSE,2024-04-29,ACCUSE,,-3.0,VERBAL CONFLICT,disasters ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,Bharatiya Janata Party,Bharatiya Janata Party,,,,,,,,,Sambhal Lok Sabha Constituency,,Hindustan Times,English
20240501-0154-6d73e651be31_ACCUSE,2024-05-01,ACCUSE,,-3.0,VERBAL CONFLICT,,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP - led central government,Bharatiya Janata Party,,,,,,,,,Nan,,Hindustan Times,English
20240502-5566-2d2fafd40173_ACCUSE,2024-05-02,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Budaun,Budaun,Budaun,Uttar Pradesh,IND,28.03811,79.12668,1275163.0,Budaun,PPL,Hindustan Times,English
20240503-8814-2d2fafd40173_ACCUSE,2024-05-03,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Budaun,Budaun,Budaun,Uttar Pradesh,IND,28.03811,79.12668,1275163.0,Budaun,PPL,Hindustan Times,English
20240507-5419-ff936743be2b_ACCUSE,2024-05-07,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Kannauj,Kannauj,Kannauj,Uttar Pradesh,IND,27.05524,79.9188,1268011.0,Kannauj,PPL,Hindustan Times,English
20240507-5419-ff936743be2b_PROTEST,2024-05-07,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Kannauj,Kannauj,Kannauj,Uttar Pradesh,IND,27.05524,79.9188,1268011.0,Kannauj,PPL,Hindustan Times,English
20240507-8572-ed796d9c4793_ACCUSE,2024-05-07,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Mainpuri,,Mainpuri,Uttar Pradesh,IND,27.16667,79.0,1264293.0,Mainpuri,ADM2,Hindustan Times,English
20240507-8572-ed796d9c4793_PROTEST,2024-05-07,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Mainpuri,,Mainpuri,Uttar Pradesh,IND,27.16667,79.0,1264293.0,Mainpuri,ADM2,Hindustan Times,English
20240507-4424-ed796d9c4793_ACCUSE,2024-05-07,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Kannauj,Kannauj,Kannauj,Uttar Pradesh,IND,27.05524,79.9188,1268011.0,Kannauj,PPL,Hindustan Times,English
20240507-4424-ed796d9c4793_PROTEST,2024-05-07,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,Kannauj,Kannauj,Kannauj,Uttar Pradesh,IND,27.05524,79.9188,1268011.0,Kannauj,PPL,Hindustan Times,English
20240516-4765-63eb3d944682_ACCUSE,2024-05-16,ACCUSE,,-3.0,VERBAL CONFLICT,military ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Sirathu,,Hindustan Times,English
20240517-6423-b21e6b74de27_ACCUSE,2024-05-17,ACCUSE,,-3.0,VERBAL CONFLICT,military ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Sirathu,,Hindustan Times,English
20240520-5459-dbd23618d2b7_PROTEST,2024-05-20,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Siddarthnagar,,Hindustan Times,English
20240520-5459-dbd23618d2b7_ACCUSE,2024-05-20,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Siddarthnagar,,Hindustan Times,English
20240521-0812-517d55a39144_ACCUSE,2024-05-21,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Akhilesh Yadav,India,750,PTY,PTY | OPP,leader of the opposition,Akhilesh Yadav,Akhilesh Yadav,Bharatiya Janata Party,India,750.0,PTY,PTY,political party,BJP,Bharatiya Janata Party,,,,,,,,,Siddarthnagar,,Hindustan Times,English
20240111-6525-2b1d6b323dac_ACCUSE,2024-01-11,ACCUSE,,-3.0,VERBAL CONFLICT,,Alberto Fernández,Argentina,160,GOV,GOV,president,Members of the Government of Alberto Fernández,Alberto Fernández,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Social Networks,,Agencia EFE - Servicio Internacional,Spanish
20240408-7052-13e5c1b005e5_ACCUSE,2024-04-08,ACCUSE,,-3.0,VERBAL CONFLICT,,Alexandre De Moraes,Brazil,140,JUD,JUD,federal supreme court,Alexandre de Moraes,Alexandre de Moraes,Elon Musk,,,BUS,BUS,businessman,Elon Musk,Elon Musk,,,,,,,,,Brazilian,,РБК-Украина,Russian
20240408-4308-5ab46fbc2973_ACCUSE,2024-04-08,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Alexandre De Moraes,Brazil,140,JUD,JUD,federal supreme court,Alexandre de Moraes,Alexandre de Moraes,Elon Musk,,,BUS,BUS,businessman,Elon Musk,Elon Musk,Federative Republic of Brazil,,,,BRA,-10.0,-55.0,3469034.0,Brazil,PCLI,Agência Brasil,English
20240408-0783-077bd41d25f6_THREATEN,2024-04-08,THREATEN,,-3.5,VERBAL CONFLICT,election ,Alexandre De Moraes,Brazil,140,JUD,JUD,federal supreme court,Justice Alexandre de Moraes,Alexandre de Moraes,Elon Musk,,,BUS,BUS,businessman,Elon Musk,Elon Musk,Federative Republic of Brazil,,,,BRA,-10.0,-55.0,3469034.0,Brazil,PCLI,Valor - International,English
